0,Right,1655649402004,1
1,Right,1655649442020,1
0,Right,1655649442114,1
4,Right,1655649442255,1
0,Right,1655649442348,1
2,Right,1655649442490,1
0,Right,1655649442585,1
3,Right,1655649442725,1
0,Right,1655649442820,1
6,Right,1655649442961,1
0,Right,1655649443056,1
5,Right,1655649443197,1
0,Right,1655649443292,1
5,Right,1655649443433,1
0,Right,1655649443527,1
4,Right,1655649443668,1
0,Right,1655649443762,1
3,Right,1655649443906,1
0,Right,1655649444000,1
2,Right,1655649444159,1
0,Right,1655649444251,1
6,Right,1655649444392,1
0,Right,1655649444487,1
1,Right,1655649444643,1
0,Right,1655649444738,1
2,Right,1655649444880,1
0,Right,1655649444974,1
3,Right,1655649445131,1
0,Right,1655649445225,1
1,Right,1655649445383,1
0,Right,1655649445477,1
6,Right,1655649445619,1
0,Right,1655649445713,1
5,Right,1655649445871,1
0,Right,1655649445965,1
4,Right,1655649446122,1
0,Right,1655649446216,1
5,Right,1655649446373,1
0,Right,1655649446468,1
6,Right,1655649446625,1
0,Right,1655649446719,1
1,Right,1655649446876,1
0,Right,1655649446970,1
3,Right,1655649447112,1
0,Right,1655649447206,1
4,Right,1655649447347,1
0,Right,1655649447441,1
2,Right,1655649447599,1
0,Right,1655649447693,1
1,Right,1655649447850,1
0,Right,1655649447944,1
2,Right,1655649448086,1
0,Right,1655649448180,1
5,Right,1655649448321,1
0,Right,1655649448416,1
4,Right,1655649448573,1
0,Right,1655649448669,1
6,Right,1655649448810,1
0,Right,1655649448903,1
3,Right,1655649449060,1
0,Right,1655649449154,1
6,Right,1655649449297,1
0,Right,1655649449391,1
3,Right,1655649449548,1
0,Right,1655649449642,1
4,Right,1655649449784,1
0,Right,1655649449878,1
2,Right,1655649450019,1
0,Right,1655649450113,1
5,Right,1655649450270,1
0,Right,1655649450364,1
1,Right,1655649450506,1
0,Right,1655649450600,1
1,Right,1655649450757,1
0,Right,1655649450851,1
3,Right,1655649450994,1
0,Right,1655649451088,1
4,Right,1655649451229,1
0,Right,1655649451323,1
5,Right,1655649451480,1
0,Right,1655649451574,1
2,Right,1655649451732,1
0,Right,1655649451826,1
6,Right,1655649451967,1
0,Right,1655649452062,1
3,Right,1655649452220,1
0,Right,1655649452314,1
2,Right,1655649452471,1
0,Right,1655649452566,1
6,Right,1655649452724,1
0,Right,1655649452817,1
5,Right,1655649452959,1
0,Right,1655649453053,1
1,Right,1655649453195,1
0,Right,1655649453289,1
4,Right,1655649453446,1
0,Right,1655649453541,1
3,Right,1655649453698,1
0,Right,1655649453793,1
6,Right,1655649453934,1
0,Right,1655649454028,1
2,Right,1655649454186,1
0,Right,1655649454280,1
5,Right,1655649454422,1
0,Right,1655649454515,1
1,Right,1655649454672,1
0,Right,1655649454767,1
4,Right,1655649454925,1
0,Right,1655649455019,1
4,Right,1655649455160,1
0,Right,1655649455255,1
5,Right,1655649455414,1
0,Right,1655649455507,1
6,Right,1655649455648,1
0,Right,1655649455743,1
3,Right,1655649455884,1
0,Right,1655649455978,1
1,Right,1655649456135,1
0,Right,1655649456229,1
2,Right,1655649456386,1
0,Right,1655649456480,1
2,Right,1655649456622,1
0,Right,1655649456716,1
4,Right,1655649456858,1
0,Right,1655649456952,1
1,Right,1655649457109,1
0,Right,1655649457203,1
3,Right,1655649457345,1
0,Right,1655649457440,1
6,Right,1655649457596,1
0,Right,1655649457691,1
5,Right,1655649457848,1
0,Right,1655649457942,1
5,Right,1655649458099,1
0,Right,1655649458193,1
1,Right,1655649458335,1
0,Right,1655649458429,1
3,Right,1655649458587,1
0,Right,1655649458681,1
2,Right,1655649458823,1
0,Right,1655649458918,1
4,Right,1655649459075,1
0,Right,1655649459169,1
6,Right,1655649459326,1
0,Right,1655649459420,1
6,Right,1655649459562,1
0,Right,1655649459656,1
5,Right,1655649459814,1
0,Right,1655649459908,1
4,Right,1655649460049,1
0,Right,1655649460144,1
3,Right,1655649460300,1
0,Right,1655649460394,1
1,Right,1655649460552,1
0,Right,1655649460645,1
2,Right,1655649460802,1
0,Right,1655649460897,1
2,Right,1655649461038,1
0,Right,1655649461133,1
5,Right,1655649461289,1
0,Right,1655649461384,1
1,Right,1655649461526,1
0,Right,1655649461619,1
4,Right,1655649461777,1
0,Right,1655649461871,1
3,Right,1655649462029,1
0,Right,1655649462123,1
6,Right,1655649462280,1
0,Right,1655649462374,1
1,Right,1655649462518,1
0,Right,1655649462610,1
5,Right,1655649462752,1
0,Right,1655649462847,1
4,Right,1655649463004,1
0,Right,1655649463098,1
3,Right,1655649463241,1
0,Right,1655649463335,1
6,Right,1655649463491,1
0,Right,1655649463586,1
2,Right,1655649463743,1
0,Right,1655649463836,2
3,Right,1655649465836,2
0,Right,1655649465931,2
4,Right,1655649466087,2
0,Right,1655649466182,2
2,Right,1655649466339,2
0,Right,1655649466434,2
5,Right,1655649466590,2
0,Right,1655649466685,2
1,Right,1655649466827,2
0,Right,1655649466921,2
6,Right,1655649467062,2
0,Right,1655649467157,2
5,Right,1655649467314,2
0,Right,1655649467408,2
4,Right,1655649467551,2
0,Right,1655649467644,2
