0,Backward,1653722047239
6,Backward,1653722127250
0,Backward,1653722127345
1,Backward,1653722127644
0,Backward,1653722127738
2,Backward,1653722128037
0,Backward,1653722128131
4,Backward,1653722128430
0,Backward,1653722128523
5,Backward,1653722128822
0,Backward,1653722128916
3,Backward,1653722129214
0,Backward,1653722129308
3,Backward,1653722129605
0,Backward,1653722129699
1,Backward,1653722129997
0,Backward,1653722130092
5,Backward,1653722130390
0,Backward,1653722130484
2,Backward,1653722130782
0,Backward,1653722130876
4,Backward,1653722131174
0,Backward,1653722131269
6,Backward,1653722131567
0,Backward,1653722131661
3,Backward,1653722131960
0,Backward,1653722132054
2,Backward,1653722132352
0,Backward,1653722132446
5,Backward,1653722132745
0,Backward,1653722132839
1,Backward,1653722133137
0,Backward,1653722133232
6,Backward,1653722133530
0,Backward,1653722133624
4,Backward,1653722133923
0,Backward,1653722134017
6,Backward,1653722134315
0,Backward,1653722134409
1,Backward,1653722134708
0,Backward,1653722134802
2,Backward,1653722135101
0,Backward,1653722135194
4,Backward,1653722135492
0,Backward,1653722135587
5,Backward,1653722135885
0,Backward,1653722135980
3,Backward,1653722136278
0,Backward,1653722136372
5,Backward,1653722136671
0,Backward,1653722136765
6,Backward,1653722137064
0,Backward,1653722137159
3,Backward,1653722137457
0,Backward,1653722137551
4,Backward,1653722137850
0,Backward,1653722137944
2,Backward,1653722138243
0,Backward,1653722138337
1,Backward,1653722138634
0,Backward,1653722138728
6,Backward,1653722139025
0,Backward,1653722139119
1,Backward,1653722139417
0,Backward,1653722139511
4,Backward,1653722139809
0,Backward,1653722139903
2,Backward,1653722140201
0,Backward,1653722140296
5,Backward,1653722140594
0,Backward,1653722140688
3,Backward,1653722140987
0,Backward,1653722141081
5,Backward,1653722141379
0,Backward,1653722141473
2,Backward,1653722141772
0,Backward,1653722141867
1,Backward,1653722142165
0,Backward,1653722142260
6,Backward,1653722142558
0,Backward,1653722142653
3,Backward,1653722142951
0,Backward,1653722143044
4,Backward,1653722143342
0,Backward,1653722143437
1,Backward,1653722143736
0,Backward,1653722143830
6,Backward,1653722144127
0,Backward,1653722144221
3,Backward,1653722144521
0,Backward,1653722144615
4,Backward,1653722144913
0,Backward,1653722145007
2,Backward,1653722145306
0,Backward,1653722145400
5,Backward,1653722145698
0,Backward,1653722145792
6,Backward,1653722146090
0,Backward,1653722146184
3,Backward,1653722146483
0,Backward,1653722146577
4,Backward,1653722146875
0,Backward,1653722146969
2,Backward,1653722147268
0,Backward,1653722147362
1,Backward,1653722147660
0,Backward,1653722147754
5,Backward,1653722148052
0,Backward,1653722148146
1,Backward,1653722148444
0,Backward,1653722148539
3,Backward,1653722148837
0,Backward,1653722148931
6,Backward,1653722149230
0,Backward,1653722149324
4,Backward,1653722149622
0,Backward,1653722149716
5,Backward,1653722150015
0,Backward,1653722150110
2,Backward,1653722150408
0,Backward,1653722150502
5,Backward,1653722150801
0,Backward,1653722150895
4,Backward,1653722151193
0,Backward,1653722151287
6,Backward,1653722151585
0,Backward,1653722151679
1,Backward,1653722151977
0,Backward,1653722152072
3,Backward,1653722152370
0,Backward,1653722152464
2,Backward,1653722152763
0,Backward,1653722152858
2,Backward,1653722153156
0,Backward,1653722153250
3,Backward,1653722153549
0,Backward,1653722153643
6,Backward,1653722153941
0,Backward,1653722154036
1,Backward,1653722154334
0,Backward,1653722154428
5,Backward,1653722154727
0,Backward,1653722154821
4,Backward,1653722155119
0,Backward,1653722155213
1,Backward,1653722155512
0,Backward,1653722155606
5,Backward,1653722155905
0,Backward,1653722155999
2,Backward,1653722156297
0,Backward,1653722156391
4,Backward,1653722156689
0,Backward,1653722156783
6,Backward,1653722157081
0,Backward,1653722157175
3,Backward,1653722157473
0,Backward,1653722157568
1,Backward,1653722157866
0,Backward,1653722157960
2,Backward,1653722158258
0,Backward,1653722158353
4,Backward,1653722158651
0,Backward,1653722158745
5,Backward,1653722159042
0,Backward,1653722159137
