0,Forward-Left,1655713259087,1
2,Forward-Left,1655713339088,1
0,Forward-Left,1655713339181,1
1,Forward-Left,1655713339480,1
0,Forward-Left,1655713339574,1
6,Forward-Left,1655713339871,1
0,Forward-Left,1655713339967,1
3,Forward-Left,1655713340265,1
0,Forward-Left,1655713340359,1
4,Forward-Left,1655713340657,1
0,Forward-Left,1655713340751,1
5,Forward-Left,1655713341050,1
0,Forward-Left,1655713341145,1
2,Forward-Left,1655713341442,1
0,Forward-Left,1655713341536,1
1,Forward-Left,1655713341835,1
0,Forward-Left,1655713341929,1
5,Forward-Left,1655713342228,1
0,Forward-Left,1655713342322,1
6,Forward-Left,1655713342621,1
0,Forward-Left,1655713342714,1
3,Forward-Left,1655713343013,1
0,Forward-Left,1655713343108,1
4,Forward-Left,1655713343409,1
0,Forward-Left,1655713343503,1
5,Forward-Left,1655713343802,1
0,Forward-Left,1655713343896,1
1,Forward-Left,1655713344195,1
0,Forward-Left,1655713344289,1
2,Forward-Left,1655713344588,1
0,Forward-Left,1655713344682,1
6,Forward-Left,1655713344979,1
0,Forward-Left,1655713345074,1
3,Forward-Left,1655713345372,1
0,Forward-Left,1655713345466,1
4,Forward-Left,1655713345764,1
0,Forward-Left,1655713345858,1
3,Forward-Left,1655713346157,1
0,Forward-Left,1655713346251,1
6,Forward-Left,1655713346550,1
0,Forward-Left,1655713346644,1
4,Forward-Left,1655713346942,1
0,Forward-Left,1655713347037,1
2,Forward-Left,1655713347335,1
0,Forward-Left,1655713347429,1
5,Forward-Left,1655713347727,1
0,Forward-Left,1655713347821,1
1,Forward-Left,1655713348120,1
0,Forward-Left,1655713348214,1
6,Forward-Left,1655713348512,1
0,Forward-Left,1655713348607,1
1,Forward-Left,1655713348905,1
0,Forward-Left,1655713348999,1
2,Forward-Left,1655713349298,1
0,Forward-Left,1655713349392,1
5,Forward-Left,1655713349690,1
0,Forward-Left,1655713349783,1
3,Forward-Left,1655713350082,1
0,Forward-Left,1655713350176,1
4,Forward-Left,1655713350475,1
0,Forward-Left,1655713350568,1
3,Forward-Left,1655713350867,1
0,Forward-Left,1655713350961,1
4,Forward-Left,1655713351258,1
0,Forward-Left,1655713351354,1
6,Forward-Left,1655713351654,1
0,Forward-Left,1655713351745,1
1,Forward-Left,1655713352044,1
0,Forward-Left,1655713352138,1
2,Forward-Left,1655713352436,1
0,Forward-Left,1655713352530,1
5,Forward-Left,1655713352829,1
0,Forward-Left,1655713352923,1
6,Forward-Left,1655713353221,1
0,Forward-Left,1655713353316,1
1,Forward-Left,1655713353614,1
0,Forward-Left,1655713353708,1
5,Forward-Left,1655713354006,1
0,Forward-Left,1655713354101,1
2,Forward-Left,1655713354400,1
0,Forward-Left,1655713354496,1
3,Forward-Left,1655713354792,1
0,Forward-Left,1655713354886,1
4,Forward-Left,1655713355185,1
0,Forward-Left,1655713355283,1
6,Forward-Left,1655713355578,1
0,Forward-Left,1655713355673,1
5,Forward-Left,1655713355971,1
0,Forward-Left,1655713356066,1
2,Forward-Left,1655713356363,1
0,Forward-Left,1655713356460,1
4,Forward-Left,1655713356754,1
0,Forward-Left,1655713356848,1
3,Forward-Left,1655713357147,1
0,Forward-Left,1655713357241,1
1,Forward-Left,1655713357539,1
0,Forward-Left,1655713357633,1
4,Forward-Left,1655713357932,1
0,Forward-Left,1655713358027,1
2,Forward-Left,1655713358325,1
0,Forward-Left,1655713358420,1
6,Forward-Left,1655713358719,1
0,Forward-Left,1655713358813,1
1,Forward-Left,1655713359111,1
0,Forward-Left,1655713359206,1
5,Forward-Left,1655713359503,1
0,Forward-Left,1655713359597,1
3,Forward-Left,1655713359896,1
0,Forward-Left,1655713359990,1
5,Forward-Left,1655713360289,1
0,Forward-Left,1655713360383,1
6,Forward-Left,1655713360681,1
0,Forward-Left,1655713360776,1
4,Forward-Left,1655713361074,1
0,Forward-Left,1655713361168,1
2,Forward-Left,1655713361466,1
