0,Forward-Right,1655535096560,1
4,Forward-Right,1655535156586,1
0,Forward-Right,1655535156681,1
1,Forward-Right,1655535156978,1
0,Forward-Right,1655535157072,1
5,Forward-Right,1655535157371,1
0,Forward-Right,1655535157481,1
3,Forward-Right,1655535157779,1
0,Forward-Right,1655535157873,1
6,Forward-Right,1655535158172,1
0,Forward-Right,1655535158266,1
2,Forward-Right,1655535158564,1
0,Forward-Right,1655535158658,1
4,Forward-Right,1655535158956,1
0,Forward-Right,1655535159050,1
1,Forward-Right,1655535159348,1
0,Forward-Right,1655535159442,1
3,Forward-Right,1655535159740,1
0,Forward-Right,1655535159834,1
6,Forward-Right,1655535160132,1
0,Forward-Right,1655535160226,1
2,Forward-Right,1655535160531,1
0,Forward-Right,1655535160618,1
5,Forward-Right,1655535160916,1
0,Forward-Right,1655535161010,1
3,Forward-Right,1655535161308,1
0,Forward-Right,1655535161402,1
1,Forward-Right,1655535161700,1
0,Forward-Right,1655535161795,1
2,Forward-Right,1655535162093,1
0,Forward-Right,1655535162187,1
4,Forward-Right,1655535162486,1
0,Forward-Right,1655535162581,1
6,Forward-Right,1655535162879,1
0,Forward-Right,1655535162973,1
5,Forward-Right,1655535163272,1
0,Forward-Right,1655535163382,1
2,Forward-Right,1655535163680,1
0,Forward-Right,1655535163790,1
4,Forward-Right,1655535164089,1
0,Forward-Right,1655535164183,1
1,Forward-Right,1655535164481,1
0,Forward-Right,1655535164575,1
5,Forward-Right,1655535164874,1
0,Forward-Right,1655535164968,1
3,Forward-Right,1655535165266,1
0,Forward-Right,1655535165361,1
6,Forward-Right,1655535165659,1
0,Forward-Right,1655535165753,1
6,Forward-Right,1655535166052,1
0,Forward-Right,1655535166146,1
2,Forward-Right,1655535166444,1
0,Forward-Right,1655535166554,1
3,Forward-Right,1655535166853,1
0,Forward-Right,1655535166952,1
1,Forward-Right,1655535167249,1
0,Forward-Right,1655535167344,1
4,Forward-Right,1655535167642,1
0,Forward-Right,1655535167735,1
5,Forward-Right,1655535168043,1
0,Forward-Right,1655535168148,1
4,Forward-Right,1655535168444,1
0,Forward-Right,1655535168538,1
1,Forward-Right,1655535168836,1
0,Forward-Right,1655535168931,1
3,Forward-Right,1655535169229,1
0,Forward-Right,1655535169324,1
5,Forward-Right,1655535169638,1
0,Forward-Right,1655535169732,1
6,Forward-Right,1655535170030,1
0,Forward-Right,1655535170124,1
2,Forward-Right,1655535170422,1
0,Forward-Right,1655535170532,1
4,Forward-Right,1655535170830,1
0,Forward-Right,1655535170925,1
5,Forward-Right,1655535171224,1
0,Forward-Right,1655535171318,1
2,Forward-Right,1655535171615,1
0,Forward-Right,1655535171712,1
1,Forward-Right,1655535172008,1
0,Forward-Right,1655535172102,1
6,Forward-Right,1655535172401,1
0,Forward-Right,1655535172495,1
3,Forward-Right,1655535172794,1
0,Forward-Right,1655535172888,1
6,Forward-Right,1655535173187,1
0,Forward-Right,1655535173281,1
3,Forward-Right,1655535173578,1
0,Forward-Right,1655535173673,1
2,Forward-Right,1655535173971,1
0,Forward-Right,1655535174082,1
5,Forward-Right,1655535174380,1
0,Forward-Right,1655535174490,1
1,Forward-Right,1655535174787,1
0,Forward-Right,1655535174881,1
4,Forward-Right,1655535175180,1
0,Forward-Right,1655535175273,1
1,Forward-Right,1655535175571,1
0,Forward-Right,1655535175665,1
4,Forward-Right,1655535175964,1
0,Forward-Right,1655535176059,1
6,Forward-Right,1655535176359,1
0,Forward-Right,1655535176451,1
2,Forward-Right,1655535176760,1
0,Forward-Right,1655535176844,1
3,Forward-Right,1655535177142,1
0,Forward-Right,1655535177236,1
5,Forward-Right,1655535177534,1
0,Forward-Right,1655535177644,1
4,Forward-Right,1655535177942,1
0,Forward-Right,1655535178036,1
5,Forward-Right,1655535178335,1
0,Forward-Right,1655535178445,1
1,Forward-Right,1655535178743,1
0,Forward-Right,1655535178837,1
3,Forward-Right,1655535179136,1
0,Forward-Right,1655535179230,1
6,Forward-Right,1655535179528,1
0,Forward-Right,1655535179623,1
2,Forward-Right,1655535179921,1
0,Forward-Right,1655535180015,1
1,Forward-Right,1655535180313,1
0,Forward-Right,1655535180410,1
3,Forward-Right,1655535180706,1
0,Forward-Right,1655535180800,1
2,Forward-Right,1655535181098,1
0,Forward-Right,1655535181208,1
6,Forward-Right,1655535181507,1
0,Forward-Right,1655535181601,1
4,Forward-Right,1655535181899,1
0,Forward-Right,1655535181993,1
5,Forward-Right,1655535182291,1
0,Forward-Right,1655535182401,1
5,Forward-Right,1655535182698,1
0,Forward-Right,1655535182808,1
2,Forward-Right,1655535183122,1
0,Forward-Right,1655535183217,1
3,Forward-Right,1655535183515,1
0,Forward-Right,1655535183609,1
1,Forward-Right,1655535183907,1
0,Forward-Right,1655535184002,1
